line_id,entry_id,period,voucher_type,voucher_subtype,line_no,posting_date,created_at,user,account,account_number,account_name,root_type,debit,credit,party_type,party,against,cost_center,remarks,company
40b6c7bd18,ACC-JV-2025-00023,P1,Journal Entry,Depreciation Entry,1,2025-03-31,2025-04-01 03:57:35.767419,batch.bot@meridian.example,5203 - Depreciation - MTC,5203,Depreciation,Expense,1258.34,0.0,,,1780 - Accumulated Depreciation - MTC,Admin - MTC,,Meridian Trading Co.
a2571a743f,ACC-JV-2025-00023,P1,Journal Entry,Depreciation Entry,2,2025-03-31,2025-04-01 03:57:35.767419,batch.bot@meridian.example,1780 - Accumulated Depreciation - MTC,1780,Accumulated Depreciation,Asset,0.0,3416.67,,,5203 - Depreciation - MTC,Admin - MTC,,Meridian Trading Co.
fd67677028,ACC-JV-2025-00023,P1,Journal Entry,Depreciation Entry,3,2025-03-31,2025-04-01 03:57:35.767419,batch.bot@meridian.example,5203 - Depreciation - MTC,5203,Depreciation,Expense,2158.33,0.0,,,1780 - Accumulated Depreciation - MTC,Warehouse - MTC,,Meridian Trading Co.
0d99088bb4,ACC-JV-2025-00024,P1,Journal Entry,Journal Entry,1,2025-03-31,2025-04-01 01:33:53.281413,batch.bot@meridian.example,5228 - Insurance Expense - MTC,5228,Insurance Expense,Expense,1450.0,0.0,,,1660 - Prepaid Expenses - MTC,Admin - MTC,,Meridian Trading Co.
15d0398af6,ACC-JV-2025-00024,P1,Journal Entry,Journal Entry,2,2025-03-31,2025-04-01 01:33:53.281413,batch.bot@meridian.example,1660 - Prepaid Expenses - MTC,1660,Prepaid Expenses,Asset,0.0,1450.0,,,5228 - Insurance Expense - MTC,Admin - MTC,,Meridian Trading Co.
0965fad81e,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,1,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,0.0,2706.38,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
18fe84afbc,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,2,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,1522.34,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
3106a2c48a,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,3,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,468.04,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
429312a9c9,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,4,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,0.0,1069.81,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
741e83b87a,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,5,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,3455.16,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
7d9f427552,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,6,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5215 - Telephone Expenses - MTC,5215,Telephone Expenses,Expense,601.77,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
7f43f40d9b,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,7,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,4442.35,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Sales Ops - MTC,,Meridian Trading Co.
8a214da4be,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,8,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,0.0,7897.51,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Admin - MTC,,Meridian Trading Co.
dba568a6bc,ACC-JV-2025-00025,P1,Journal Entry,Journal Entry,9,2025-03-31,2025-03-31 17:43:47.898488,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,1184.04,0.0,,,"5215 - Telephone Expenses - MTC, 5209 - Office Rent - MTC, 5217 - Utility Expenses - MTC",Warehouse - MTC,,Meridian Trading Co.
1190151c77,ACC-JV-2025-00026,P1,Journal Entry,Journal Entry,1,2025-03-31,2025-04-01 02:34:19.147855,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,7074.05,0.0,,,2150 - Accrued Expenses - MTC,Warehouse - MTC,,Meridian Trading Co.
3f46775a25,ACC-JV-2025-00026,P1,Journal Entry,Journal Entry,2,2025-03-31,2025-04-01 02:34:19.147855,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,8024.91,0.0,,,2150 - Accrued Expenses - MTC,Sales Ops - MTC,,Meridian Trading Co.
40cc92c6c4,ACC-JV-2025-00026,P1,Journal Entry,Journal Entry,3,2025-03-31,2025-04-01 02:34:19.147855,batch.bot@meridian.example,2150 - Accrued Expenses - MTC,2150,Accrued Expenses,Liability,0.0,28884.56,,,5213 - Salary - MTC,Admin - MTC,,Meridian Trading Co.
f475a597ea,ACC-JV-2025-00026,P1,Journal Entry,Journal Entry,4,2025-03-31,2025-04-01 02:34:19.147855,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,13785.6,0.0,,,2150 - Accrued Expenses - MTC,Admin - MTC,,Meridian Trading Co.
9d48db933c,ACC-JV-2025-00028,P1,Journal Entry,Journal Entry,1,2025-03-31,2025-03-31 12:53:35.033335,controller@meridian.example,5217 - Utility Expenses - MTC,5217,Utility Expenses,Expense,2500.0,0.0,,,2150 - Accrued Expenses - MTC,Admin - MTC,,Meridian Trading Co.
f85d17b166,ACC-JV-2025-00028,P1,Journal Entry,Journal Entry,2,2025-03-31,2025-03-31 12:53:35.033335,controller@meridian.example,2150 - Accrued Expenses - MTC,2150,Accrued Expenses,Liability,0.0,2500.0,,,5217 - Utility Expenses - MTC,Admin - MTC,,Meridian Trading Co.
2e06ddc4ad,ACC-PAY-2025-00122,P1,Payment Entry,Payment Entry,1,2025-03-31,2025-03-31 17:09:28.861465,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,6681.19,,,Orchard Wholesale,,Amount USD 6681.19 paid to Orchard Wholesale | Transaction reference no ACH-25-00033 dated 2025-03-31 | Amount USD 6681.19 adjusted against Purchase Invoice ACC-PINV-2025-00033,Meridian Trading Co.
f186bd8d42,ACC-PAY-2025-00122,P1,Payment Entry,Payment Entry,2,2025-03-31,2025-03-31 17:09:28.861465,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,6681.19,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 6681.19 paid to Orchard Wholesale | Transaction reference no ACH-25-00033 dated 2025-03-31 | Amount USD 6681.19 adjusted against Purchase Invoice ACC-PINV-2025-00033,Meridian Trading Co.
120768f904,ACC-PAY-2025-00157,P1,Payment Entry,Payment Entry,1,2025-03-31,2025-03-31 16:48:16.023417,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,867.63,0.0,,,Summit Rentals,,Amount USD 867.63 received from Summit Rentals | Transaction reference no ACH-25-00120 dated 2025-03-31 | Amount USD 867.63 adjusted against Sales Invoice ACC-SINV-2025-00120,Meridian Trading Co.
48905da69a,ACC-PAY-2025-00157,P1,Payment Entry,Payment Entry,2,2025-03-31,2025-03-31 16:48:16.023417,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,867.63,Customer,Summit Rentals,1210 - Primary Checking - MTC,,Amount USD 867.63 received from Summit Rentals | Transaction reference no ACH-25-00120 dated 2025-03-31 | Amount USD 867.63 adjusted against Sales Invoice ACC-SINV-2025-00120,Meridian Trading Co.
0894de2b41,ACC-PAY-2025-00182,P1,Payment Entry,Payment Entry,1,2025-03-31,2025-03-31 17:57:23.403418,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,4669.45,Customer,Cascade Outfitters,1210 - Primary Checking - MTC,,Amount USD 4669.45 received from Cascade Outfitters | Transaction reference no ACH-25-00152 dated 2025-03-31 | Amount USD 4669.45 adjusted against Sales Invoice ACC-SINV-2025-00152,Meridian Trading Co.
c833b1544c,ACC-PAY-2025-00182,P1,Payment Entry,Payment Entry,2,2025-03-31,2025-03-31 17:57:23.403418,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,4669.45,0.0,,,Cascade Outfitters,,Amount USD 4669.45 received from Cascade Outfitters | Transaction reference no ACH-25-00152 dated 2025-03-31 | Amount USD 4669.45 adjusted against Sales Invoice ACC-SINV-2025-00152,Meridian Trading Co.
44b4248264,ACC-PINV-2025-00067,P1,Purchase Invoice,Purchase Invoice,1,2025-03-31,2025-03-31 15:10:19.774905,ap.clerk@meridian.example,5111 - Cost of Goods Sold - MTC,5111,Cost of Goods Sold,Expense,16976.16,0.0,,,Orchard Wholesale,Warehouse - MTC,Orchard Wholesale March 2025 billing,Meridian Trading Co.
6a7523d250,ACC-PINV-2025-00067,P1,Purchase Invoice,Purchase Invoice,2,2025-03-31,2025-03-31 15:10:19.774905,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,16976.16,Supplier,Orchard Wholesale,5111 - Cost of Goods Sold - MTC,,Orchard Wholesale March 2025 billing,Meridian Trading Co.
7992de2311,ACC-PINV-2025-00077,P1,Purchase Invoice,Purchase Invoice,1,2025-03-31,2025-03-31 11:56:18.158664,ap.clerk@meridian.example,5204 - Entertainment Expenses - MTC,5204,Entertainment Expenses,Expense,2090.34,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight March 2025 billing,Meridian Trading Co.
9278a176e1,ACC-PINV-2025-00077,P1,Purchase Invoice,Purchase Invoice,2,2025-03-31,2025-03-31 11:56:18.158664,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,13014.69,Supplier,Beacon Freight,"5205 - Freight and Forwarding Charges - MTC,5204 - Entertainment Expenses - MTC,5209 - Office Rent - MTC",,Beacon Freight March 2025 billing,Meridian Trading Co.
a879508754,ACC-PINV-2025-00077,P1,Purchase Invoice,Purchase Invoice,3,2025-03-31,2025-03-31 11:56:18.158664,ap.clerk@meridian.example,5209 - Office Rent - MTC,5209,Office Rent,Expense,2301.01,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight March 2025 billing,Meridian Trading Co.
d36a69b6e9,ACC-PINV-2025-00077,P1,Purchase Invoice,Purchase Invoice,4,2025-03-31,2025-03-31 11:56:18.158664,ap.clerk@meridian.example,5205 - Freight and Forwarding Charges - MTC,5205,Freight and Forwarding Charges,Expense,8623.34,0.0,,,Beacon Freight,Admin - MTC,Beacon Freight March 2025 billing,Meridian Trading Co.
8394db1e82,ACC-PINV-2025-00081,P1,Purchase Invoice,Purchase Invoice,1,2025-03-31,2025-03-31 12:49:27.007356,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,11669.73,Supplier,Cobalt IT Services,5230 - IT and Software Expenses - MTC,,Cobalt IT Services March 2025 billing,Meridian Trading Co.
b14aa14b69,ACC-PINV-2025-00081,P1,Purchase Invoice,Purchase Invoice,2,2025-03-31,2025-03-31 12:49:27.007356,ap.clerk@meridian.example,5230 - IT and Software Expenses - MTC,5230,IT and Software Expenses,Expense,11669.73,0.0,,,Cobalt IT Services,Admin - MTC,Cobalt IT Services March 2025 billing,Meridian Trading Co.
03c8b71e0b,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,1,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,47.88,,,Brightline Offices,Sales Ops - MTC,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
2e8578bed6,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,2,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,1563.81,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
93f96ee9e8,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,3,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,27627.37,0.0,Customer,Brightline Offices,"4110 - Sales - MTC,4120 - Service - MTC,4130 - Freight Income - MTC",,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
c4cf6e44eb,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,4,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,308.2,,,Brightline Offices,Warehouse - MTC,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
d2849b6e85,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,5,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,1919.94,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
eb8886ada1,ACC-SINV-2025-00134,P1,Sales Invoice,Sales Invoice,6,2025-03-31,2025-03-31 16:42:10.044448,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,23787.54,,,Brightline Offices,Admin - MTC,Customer order Brightline Offices Mar 2025,Meridian Trading Co.
3a1eed175b,ACC-SINV-2025-00157,P1,Sales Invoice,Sales Invoice,1,2025-03-31,2025-03-31 15:47:45.164169,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,539.76,,,Halstrom Supply,Warehouse - MTC,Customer order Halstrom Supply Mar 2025,Meridian Trading Co.
44dc50ce75,ACC-SINV-2025-00157,P1,Sales Invoice,Sales Invoice,2,2025-03-31,2025-03-31 15:47:45.164169,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,2360.51,0.0,Customer,Halstrom Supply,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Halstrom Supply Mar 2025,Meridian Trading Co.
8335fe21d7,ACC-SINV-2025-00157,P1,Sales Invoice,Sales Invoice,3,2025-03-31,2025-03-31 15:47:45.164169,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,133.61,,,Halstrom Supply,Admin - MTC,Customer order Halstrom Supply Mar 2025,Meridian Trading Co.
86c5aa2f8f,ACC-SINV-2025-00157,P1,Sales Invoice,Sales Invoice,4,2025-03-31,2025-03-31 15:47:45.164169,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,1687.14,,,Halstrom Supply,Admin - MTC,Customer order Halstrom Supply Mar 2025,Meridian Trading Co.
7041f65a91,ACC-SINV-2025-00168,P1,Sales Invoice,Credit Note,1,2025-03-31,2025-03-31 16:45:51.880305,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,1676.04,0.0,,,Summit Rentals,Warehouse - MTC,Return against ACC-SINV-2025-00131,Meridian Trading Co.
cd6e7e8302,ACC-SINV-2025-00168,P1,Sales Invoice,Credit Note,2,2025-03-31,2025-03-31 16:45:51.880305,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1676.04,Customer,Summit Rentals,4120 - Service - MTC,,Return against ACC-SINV-2025-00131,Meridian Trading Co.
187841271f,ACC-JV-2025-00027,P1,Journal Entry,Journal Entry,1,2025-04-01,2025-04-02 03:45:11.731156,batch.bot@meridian.example,2150 - Accrued Expenses - MTC,2150,Accrued Expenses,Liability,28884.56,0.0,,,5213 - Salary - MTC,Admin - MTC,,Meridian Trading Co.
5ac6f8e767,ACC-JV-2025-00027,P1,Journal Entry,Journal Entry,2,2025-04-01,2025-04-02 03:45:11.731156,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,0.0,7074.05,,,2150 - Accrued Expenses - MTC,Warehouse - MTC,,Meridian Trading Co.
a94a37917c,ACC-JV-2025-00027,P1,Journal Entry,Journal Entry,3,2025-04-01,2025-04-02 03:45:11.731156,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,0.0,13785.6,,,2150 - Accrued Expenses - MTC,Admin - MTC,,Meridian Trading Co.
eac3f9603e,ACC-JV-2025-00027,P1,Journal Entry,Journal Entry,4,2025-04-01,2025-04-02 03:45:11.731156,batch.bot@meridian.example,5213 - Salary - MTC,5213,Salary,Expense,0.0,8024.91,,,2150 - Accrued Expenses - MTC,Sales Ops - MTC,,Meridian Trading Co.
5f8a5c38b5,ACC-PAY-2025-00090,P1,Payment Entry,Payment Entry,1,2025-04-01,2025-04-01 16:26:59.614077,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,9072.91,0.0,,,Northwind Retail,,Amount USD 9072.91 received from Northwind Retail | Transaction reference no ACH-25-00076 dated 2025-04-01 | Amount USD 9072.91 adjusted against Sales Invoice ACC-SINV-2025-00076,Meridian Trading Co.
e3d0237924,ACC-PAY-2025-00090,P1,Payment Entry,Payment Entry,2,2025-04-01,2025-04-01 16:26:59.614077,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,9072.91,Customer,Northwind Retail,1210 - Primary Checking - MTC,,Amount USD 9072.91 received from Northwind Retail | Transaction reference no ACH-25-00076 dated 2025-04-01 | Amount USD 9072.91 adjusted against Sales Invoice ACC-SINV-2025-00076,Meridian Trading Co.
6bc81a6911,ACC-PAY-2025-00162,P1,Payment Entry,Payment Entry,1,2025-04-01,2025-04-01 09:14:55.484586,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,10095.92,0.0,,,Kestrel Foods,,Amount USD 10095.92 received from Kestrel Foods | Transaction reference no ACH-25-00125 dated 2025-04-01 | Amount USD 10095.92 adjusted against Sales Invoice ACC-SINV-2025-00125,Meridian Trading Co.
c854a28139,ACC-PAY-2025-00162,P1,Payment Entry,Payment Entry,2,2025-04-01,2025-04-01 09:14:55.484586,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,10095.92,Customer,Kestrel Foods,1210 - Primary Checking - MTC,,Amount USD 10095.92 received from Kestrel Foods | Transaction reference no ACH-25-00125 dated 2025-04-01 | Amount USD 10095.92 adjusted against Sales Invoice ACC-SINV-2025-00125,Meridian Trading Co.
e10707ad80,ACC-PAY-2025-00174,P1,Payment Entry,Payment Entry,1,2025-04-01,2025-04-01 17:18:13.959512,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,1054.69,Customer,Timberline Schools,1210 - Primary Checking - MTC,,Amount USD 1054.69 received from Timberline Schools | Transaction reference no ACH-25-00139 dated 2025-04-01 | Amount USD 1054.69 adjusted against Sales Invoice ACC-SINV-2025-00139,Meridian Trading Co.
ee60adb02d,ACC-PAY-2025-00174,P1,Payment Entry,Payment Entry,2,2025-04-01,2025-04-01 17:18:13.959512,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,1054.69,0.0,,,Timberline Schools,,Amount USD 1054.69 received from Timberline Schools | Transaction reference no ACH-25-00139 dated 2025-04-01 | Amount USD 1054.69 adjusted against Sales Invoice ACC-SINV-2025-00139,Meridian Trading Co.
0d2c31e150,ACC-PAY-2025-00195,P1,Payment Entry,Payment Entry,1,2025-04-01,2025-04-01 09:53:23.591003,ap.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,5034.48,,,Orchard Wholesale,,Amount USD 5034.48 paid to Orchard Wholesale | Transaction reference no ACH-25-00063 dated 2025-04-01 | Amount USD 5034.48 adjusted against Purchase Invoice ACC-PINV-2025-00063,Meridian Trading Co.
cf103fdc5c,ACC-PAY-2025-00195,P1,Payment Entry,Payment Entry,2,2025-04-01,2025-04-01 09:53:23.591003,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,5034.48,0.0,Supplier,Orchard Wholesale,1210 - Primary Checking - MTC,,Amount USD 5034.48 paid to Orchard Wholesale | Transaction reference no ACH-25-00063 dated 2025-04-01 | Amount USD 5034.48 adjusted against Purchase Invoice ACC-PINV-2025-00063,Meridian Trading Co.
0c41864202,ACC-PINV-2025-00097,P1,Purchase Invoice,Purchase Invoice,1,2025-04-01,2025-04-01 08:08:40.482979,ap.clerk@meridian.example,2110 - Creditors - MTC,2110,Creditors,Liability,0.0,15409.62,Supplier,Orchard Wholesale,5111 - Cost of Goods Sold - MTC,,Orchard Wholesale April 2025 billing,Meridian Trading Co.
6862b6aefc,ACC-PINV-2025-00097,P1,Purchase Invoice,Purchase Invoice,2,2025-04-01,2025-04-01 08:08:40.482979,ap.clerk@meridian.example,5111 - Cost of Goods Sold - MTC,5111,Cost of Goods Sold,Expense,15409.62,0.0,,,Orchard Wholesale,Warehouse - MTC,Orchard Wholesale April 2025 billing,Meridian Trading Co.
2433e8a177,ACC-SINV-2025-00182,P1,Sales Invoice,Sales Invoice,1,2025-04-01,2025-04-01 11:55:54.749869,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,150.72,,,Northwind Retail,Warehouse - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
5184236cb5,ACC-SINV-2025-00182,P1,Sales Invoice,Sales Invoice,2,2025-04-01,2025-04-01 11:55:54.749869,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,761.45,,,Northwind Retail,Sales Ops - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
872f7482d3,ACC-SINV-2025-00182,P1,Sales Invoice,Sales Invoice,3,2025-04-01,2025-04-01 11:55:54.749869,ar.clerk@meridian.example,4120 - Service - MTC,4120,Service,Income,0.0,17639.85,,,Northwind Retail,Admin - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
95836d4146,ACC-SINV-2025-00182,P1,Sales Invoice,Sales Invoice,4,2025-04-01,2025-04-01 11:55:54.749869,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,19665.14,0.0,Customer,Northwind Retail,"4120 - Service - MTC,4110 - Sales - MTC",,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
ee9a9ffe89,ACC-SINV-2025-00182,P1,Sales Invoice,Sales Invoice,5,2025-04-01,2025-04-01 11:55:54.749869,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,1113.12,,,Northwind Retail,Admin - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
092c64ceb5,ACC-SINV-2025-00202,P1,Sales Invoice,Sales Invoice,1,2025-04-01,2025-04-07 09:08:26.336038,controller@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,36.43,,,Northwind Retail,Admin - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
aad62ef6f1,ACC-SINV-2025-00202,P1,Sales Invoice,Sales Invoice,2,2025-04-01,2025-04-07 09:08:26.336038,controller@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,574.42,,,Northwind Retail,Admin - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
c0e11a6203,ACC-SINV-2025-00202,P1,Sales Invoice,Sales Invoice,3,2025-04-01,2025-04-07 09:08:26.336038,controller@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,643.62,0.0,Customer,Northwind Retail,"4130 - Freight Income - MTC,4110 - Sales - MTC",,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
f82f714f95,ACC-SINV-2025-00202,P1,Sales Invoice,Sales Invoice,4,2025-04-01,2025-04-07 09:08:26.336038,controller@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,32.77,,,Northwind Retail,Warehouse - MTC,Customer order Northwind Retail Apr 2025,Meridian Trading Co.
130b0ec5d7,ACC-SINV-2025-00205,P1,Sales Invoice,Sales Invoice,1,2025-04-01,2025-04-01 13:55:19.341255,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,1299.64,0.0,Customer,Bluepine Hardware,"4110 - Sales - MTC,4130 - Freight Income - MTC",,Customer order Bluepine Hardware Apr 2025,Meridian Trading Co.
5eb64ded52,ACC-SINV-2025-00205,P1,Sales Invoice,Sales Invoice,2,2025-04-01,2025-04-01 13:55:19.341255,ar.clerk@meridian.example,ST 6% - MTC,,ST 6%,Liability,0.0,73.56,,,Bluepine Hardware,Admin - MTC,Customer order Bluepine Hardware Apr 2025,Meridian Trading Co.
8d63c21043,ACC-SINV-2025-00205,P1,Sales Invoice,Sales Invoice,3,2025-04-01,2025-04-01 13:55:19.341255,ar.clerk@meridian.example,4130 - Freight Income - MTC,4130,Freight Income,Income,0.0,797.13,,,Bluepine Hardware,Admin - MTC,Customer order Bluepine Hardware Apr 2025,Meridian Trading Co.
da7e1bb758,ACC-SINV-2025-00205,P1,Sales Invoice,Sales Invoice,4,2025-04-01,2025-04-01 13:55:19.341255,ar.clerk@meridian.example,4110 - Sales - MTC,4110,Sales,Income,0.0,428.95,,,Bluepine Hardware,Sales Ops - MTC,Customer order Bluepine Hardware Apr 2025,Meridian Trading Co.
6ddec43f13,ACC-JV-2025-00022,P1,Journal Entry,Bank Entry,1,2025-04-02,2025-04-03 02:41:11.862252,batch.bot@meridian.example,2320 - Tax Withholding Payable - MTC,2320,Tax Withholding Payable,Liability,39370.44,0.0,,,1210 - Primary Checking - MTC,Admin - MTC,Reference #REF-20250402 dated 04-02-2025,Meridian Trading Co.
f5be5c7b27,ACC-JV-2025-00022,P1,Journal Entry,Bank Entry,2,2025-04-02,2025-04-03 02:41:11.862252,batch.bot@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,0.0,39370.44,,,2320 - Tax Withholding Payable - MTC,Admin - MTC,Reference #REF-20250402 dated 04-02-2025,Meridian Trading Co.
6557060fc0,ACC-PAY-2025-00083,P1,Payment Entry,Payment Entry,1,2025-04-02,2025-04-02 10:09:04.593538,ar.clerk@meridian.example,1310 - Debtors - MTC,1310,Debtors,Asset,0.0,962.78,Customer,Ferrous Works,1210 - Primary Checking - MTC,,Amount USD 962.78 received from Ferrous Works | Transaction reference no ACH-25-00067 dated 2025-04-02 | Amount USD 962.78 adjusted against Sales Invoice ACC-SINV-2025-00067,Meridian Trading Co.
7580cbade4,ACC-PAY-2025-00083,P1,Payment Entry,Payment Entry,2,2025-04-02,2025-04-02 10:09:04.593538,ar.clerk@meridian.example,1210 - Primary Checking - MTC,1210,Primary Checking,Asset,962.78,0.0,,,Ferrous Works,,Amount USD 962.78 received from Ferrous Works | Transaction reference no ACH-25-00067 dated 2025-04-02 | Amount USD 962.78 adjusted against Sales Invoice ACC-SINV-2025-00067,Meridian Trading Co.
